age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__role,__pair_id,__class,__orig_row
56.0, ?,192325.0, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,30713
23.0, Private,194102.0, Bachelors,13.0, Never-married, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,2040
36.0, Private,279721.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,17706
36.0, Private,169926.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,4954
20.0, Private,32426.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,9685
66.0, Local-gov,75134.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,6611
51.0, Self-emp-not-inc,186845.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,8.0, United-States, <=50K,neg,-1,majority,9303
22.0, Private,254293.0, 12th,8.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27528
24.0, Private,209770.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,8.0, United-States, <=50K,neg,-1,majority,7171
56.0, Private,208451.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,315,minority,13343
39.0, ?,157443.0, Masters,14.0, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464.0,0.0,40.0, ?, <=50K,neg,-1,majority,297
26.0, Private,156805.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,32342
32.0, Private,209432.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1249
46.0, Self-emp-inc,204928.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27604
74.0, ?,29866.0, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,2.0, United-States, <=50K,neg,-1,majority,3291
33.0, Private,549413.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K,anchor,316,minority,23153
35.0, Private,168322.0, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,24239
46.0, Private,152249.0, HS-grad,9.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, Mexico, <=50K,neg,-1,majority,21445
34.0, Private,167474.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,31005
26.0, Private,270276.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1903
18.0, Private,183034.0, Some-college,10.0, Never-married, Sales, Own-child, Black, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,12869
63.0, Private,287277.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,28974
30.0, Local-gov,303485.0, Some-college,10.0, Never-married, Transport-moving, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,19579
35.0, Private,193026.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,89,minority,4873
40.0, Private,346189.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,249,minority,23419
50.0, Private,266945.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3137.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,23212
47.0, Self-emp-inc,239321.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,242,minority,21291
36.0, Local-gov,103886.0, Some-college,10.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,29920
35.0, Self-emp-not-inc,381931.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,8491
69.0, Private,174474.0, 10th,6.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,28.0, Peru, <=50K,neg,-1,majority,13227
51.0, Private,53197.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,3685
40.0, Private,409922.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K,pos,438,minority,21891
29.0, Local-gov,148182.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,13387
23.0, ?,302836.0, Assoc-acdm,12.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,13069
17.0, Private,265657.0, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,5396
43.0, Private,191982.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,26420
32.0, Private,140092.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,9121
53.0, Local-gov,204447.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,43.0, United-States, >50K,pos,379,minority,12568
24.0, Private,117779.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,10.0, Hungary, <=50K,neg,-1,majority,23023
20.0, Private,125010.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,29344
54.0, Private,217718.0, 5th-6th,3.0, Married-spouse-absent, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, Haiti, <=50K,neg,-1,majority,24296
47.0, Private,427055.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, Mexico, <=50K,neg,-1,majority,8303
51.0, Private,56915.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,447
39.0, Private,317434.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,9246
23.0, Private,168009.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam, <=50K,neg,-1,majority,30301
34.0, Self-emp-inc,127651.0, Bachelors,13.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K,neg,-1,majority,23654
36.0, Self-emp-inc,107218.0, Some-college,10.0, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,25101
35.0, Private,193241.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K,neg,-1,majority,20195
20.0, Private,238384.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,26682
25.0, Private,172581.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,13453
54.0, Private,188186.0, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,20.0, Hungary, <=50K,neg,-1,majority,22658
30.0, Private,206322.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,73.0, United-States, >50K,pos,159,minority,28366
49.0, Local-gov,219021.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,48.0, United-States, >50K,anchor,92,minority,22505
27.0, Federal-gov,196386.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064.0,0.0,40.0, El-Salvador, <=50K,neg,-1,majority,15151
21.0, Private,107895.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,neg,-1,majority,18295
27.0, Private,113464.0, 1st-4th,2.0, Never-married, Other-service, Own-child, Other, Male,0.0,0.0,35.0, Dominican-Republic, <=50K,neg,-1,majority,5510
35.0, Private,26999.0, Bachelors,13.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,42.0, United-States, <=50K,neg,-1,majority,7552
21.0, Private,108670.0, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,2893
48.0, Private,83444.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,43.0, United-States, >50K,pos,419,minority,16796
31.0, Private,118161.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,6968
65.0, Private,193216.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,9386.0,0.0,40.0, United-States, >50K,pos,269,minority,6016
37.0, Self-emp-not-inc,29054.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,20352
37.0, Self-emp-not-inc,32239.0, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,27828.0,0.0,40.0, United-States, >50K,pos,400,minority,11343
26.0, Private,130620.0, Assoc-acdm,12.0, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, ?, <=50K,neg,-1,majority,29777
23.0, Private,179413.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5738
43.0, Self-emp-not-inc,170230.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K,neg,-1,majority,13191
31.0, Private,34503.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,105,minority,11254
59.0, Self-emp-not-inc,119344.0, 10th,6.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,36.0, United-States, <=50K,neg,-1,majority,26667
18.0, ?,67793.0, HS-grad,9.0, Never-married, ?, Own-child, White, Female,0.0,0.0,60.0, United-States, <=50K,neg,-1,majority,25056
39.0, Local-gov,203482.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K,pos,32,minority,16803
35.0, Private,200153.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,pos,431,minority,14822
29.0, State-gov,133846.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12740
25.0, Private,499233.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,836
31.0, Private,262024.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14424
33.0, Private,183845.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,38.0, El-Salvador, <=50K,neg,-1,majority,17982
45.0, ?,189564.0, Masters,14.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,1.0, United-States, <=50K,neg,-1,majority,5632
26.0, Private,375499.0, 10th,6.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,29579
17.0, Private,186677.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,12.0, United-States, <=50K,neg,-1,majority,10128
52.0, Private,139671.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,50.0, United-States, >50K,pos,170,minority,11007
39.0, Private,42044.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,31746
39.0, Private,107302.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, ?, >50K,pos,437,minority,32510
34.0, Private,104293.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21896
36.0, Self-emp-not-inc,147258.0, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,anchor,186,minority,23318
23.0, Private,208946.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,32.0, United-States, <=50K,neg,-1,majority,29417
39.0, Self-emp-not-inc,106347.0, Some-college,10.0, Divorced, Sales, Unmarried, White, Male,0.0,0.0,47.0, United-States, <=50K,neg,-1,majority,22803
35.0, Private,202027.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,27828.0,0.0,50.0, United-States, >50K,pos,444,minority,4322
28.0, Private,128509.0, 5th-6th,3.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, ?, <=50K,neg,-1,majority,2639
28.0, Private,150309.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,7521
34.0, Private,153942.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,27457
40.0, Private,133974.0, Some-college,10.0, Divorced, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,25550
24.0, Private,142022.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,10778
18.0, Private,301814.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,28236
32.0, Private,29933.0, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,48,minority,29696
64.0, Private,236341.0, 5th-6th,3.0, Widowed, Other-service, Not-in-family, Black, Female,0.0,0.0,16.0, United-States, <=50K,neg,-1,majority,29573
48.0, Private,172695.0, Assoc-voc,11.0, Divorced, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,18221
39.0, Self-emp-not-inc,597843.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, Columbia, <=50K,neg,-1,majority,24096
56.0, Private,142182.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,pos,64,minority,5488
50.0, Private,99307.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013.0,0.0,45.0, United-States, <=50K,neg,-1,majority,15103
22.0, Private,215546.0, Assoc-acdm,12.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,10702
30.0, Private,327202.0, 12th,8.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,4190
34.0, Private,154548.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States, <=50K,neg,-1,majority,10852
29.0, Private,149211.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,11248
23.0, Private,234108.0, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,32.0, United-States, <=50K,neg,-1,majority,25474
25.0, ?,196627.0, 11th,7.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21528
22.0, Federal-gov,471452.0, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,8.0, United-States, <=50K,neg,-1,majority,6400
59.0, Private,271571.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K,anchor,185,minority,9890
46.0, Private,203039.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,30846
61.0, Private,85194.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,17451
23.0, Private,324960.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,5999
27.0, Private,195678.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,26452
29.0, Self-emp-not-inc,144063.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,72.0, United-States, <=50K,neg,-1,majority,10083
33.0, Private,193285.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States, >50K,pos,440,minority,12348
27.0, Private,279580.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,10520.0,0.0,45.0, United-States, >50K,pos,368,minority,29411
40.0, Private,202872.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, >50K,pos,115,minority,28059
52.0, Private,168001.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K,pos,188,minority,21669
52.0, Private,158746.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,6840
36.0, Self-emp-not-inc,27053.0, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,551
47.0, Private,420986.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,216,minority,28362
33.0, Local-gov,190027.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,18.0, United-States, <=50K,neg,-1,majority,27104
19.0, Private,187161.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K,neg,-1,majority,12380
21.0, Private,145119.0, Some-college,10.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0.0,0.0,20.0, United-States, <=50K,neg,-1,majority,30790
32.0, Private,35595.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,1796
39.0, Federal-gov,206190.0, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,21432
62.0, Private,167098.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,anchor,86,minority,15627
18.0, Private,25828.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K,neg,-1,majority,168
36.0, Private,347491.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,anchor,407,minority,4087
30.0, Private,303867.0, HS-grad,9.0, Separated, Transport-moving, Not-in-family, White, Male,0.0,0.0,44.0, United-States, <=50K,neg,-1,majority,5567
34.0, Self-emp-not-inc,174463.0, Assoc-voc,11.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,5212
27.0, Private,36440.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,65.0, United-States, >50K,anchor,474,minority,3584
37.0, Private,50837.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,anchor,8,minority,17422
45.0, Private,362883.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14336
55.0, Private,52953.0, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,3519
31.0, Private,49325.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,13876
52.0, Private,294991.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,183,minority,32038
33.0, State-gov,200289.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,19.0, India, <=50K,neg,-1,majority,27244
62.0, Self-emp-inc,197060.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,6915
52.0, Private,117674.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K,neg,-1,majority,31737
50.0, Federal-gov,65160.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,20282
25.0, Private,28473.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,22066
38.0, Private,27408.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,29570
41.0, Private,174189.0, 9th,5.0, Separated, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,21361
44.0, Federal-gov,220563.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,2028
21.0, ?,148509.0, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K,neg,-1,majority,2571
35.0, Self-emp-not-inc,241998.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,neg,-1,majority,29957
23.0, Private,133061.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,80.0, United-States, <=50K,neg,-1,majority,20043
34.0, Private,158615.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30703
47.0, Self-emp-not-inc,229394.0, 11th,7.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,31539
41.0, Private,63596.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,32.0, United-States, >50K,anchor,271,minority,5931
56.0, Private,343849.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,14826
46.0, Private,24728.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,48.0, United-States, <=50K,neg,-1,majority,10516
74.0, Self-emp-not-inc,146929.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K,neg,-1,majority,15981
21.0, ?,123727.0, Some-college,10.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,28.0, United-States, <=50K,neg,-1,majority,16907
43.0, Self-emp-not-inc,101534.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,15.0, United-States, >50K,anchor,276,minority,29909
38.0, Private,478346.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688.0,0.0,40.0, United-States, >50K,anchor,181,minority,30730
44.0, Private,130126.0, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States, >50K,pos,274,minority,23278
56.0, Self-emp-not-inc,236731.0, 1st-4th,2.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,25.0, ?, <=50K,neg,-1,majority,3232
45.0, Local-gov,168191.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States, >50K,pos,40,minority,29171
58.0, Private,206532.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,25558
29.0, Private,99369.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Other, Female,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,24399
44.0, Self-emp-inc,116358.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, ?, >50K,pos,177,minority,18459
17.0, Private,117549.0, 10th,6.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,12.0, United-States, <=50K,neg,-1,majority,12802
30.0, Private,212237.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1740.0,45.0, United-States, <=50K,neg,-1,majority,2014
22.0, Private,164922.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,7068
60.0, Private,191446.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K,anchor,277,minority,12539
35.0, Self-emp-inc,196373.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,pos,346,minority,8226
62.0, Private,91433.0, 10th,6.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,29369
46.0, Private,208872.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,pos,324,minority,26023
26.0, Private,279145.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,neg,-1,majority,18000
28.0, Private,354095.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,12786
42.0, Local-gov,271521.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Other, Male,0.0,0.0,40.0, United-States, >50K,anchor,210,minority,12300
18.0, Private,362600.0, 5th-6th,3.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,neg,-1,majority,30350
